causa_acidente;tipo_acidente;fase_dia;condicao_metereologica;tipo_veiculo;estado_fisico;count;causa_acidente_criterios;tipo_acidente_criterios;fase_dia_criterios;condicao_metereologica_criterios;tipo_veiculo_criterios
Manobra de mudanca de faixa;Tombamento;Anoitecer;Nublado;Motocicleta;Lesoes Leves;9;4;5;4;2;1
Manobra de mudanca de faixa;Tombamento;Anoitecer;Nublado;Motoneta;Lesoes Leves;1;4;5;4;2;3
Manobra de mudanca de faixa;Tombamento;Anoitecer;Nublado;Nao Informado;Ileso;1;4;5;4;2;3
Manobra de mudanca de faixa;Tombamento;Plena Noite;Ceu Claro;Automovel;Ileso;39;4;5;2;1;1
Manobra de mudanca de faixa;Tombamento;Plena Noite;Ceu Claro;Automovel;Lesoes Graves;2;4;5;2;1;1
Manobra de mudanca de faixa;Tombamento;Plena Noite;Ceu Claro;Automovel;Lesoes Leves;2;4;5;2;1;1
Manobra de mudanca de faixa;Tombamento;Plena Noite;Ceu Claro;Automovel;Obito;4;4;5;2;1;1
Manobra de mudanca de faixa;Tombamento;Plena Noite;Ceu Claro;Bicicleta;Lesoes Leves;3;4;5;2;1;3
Manobra de mudanca de faixa;Tombamento;Plena Noite;Ceu Claro;Caminhao;Ileso;8;4;5;2;1;2
Manobra de mudanca de faixa;Tombamento;Plena Noite;Ceu Claro;Caminhao;Lesoes Leves;2;4;5;2;1;2
Manobra de mudanca de faixa;Tombamento;Plena Noite;Ceu Claro;Caminhao-trator;Ileso;4;4;5;2;1;2
Manobra de mudanca de faixa;Tombamento;Plena Noite;Ceu Claro;Caminhao-trator;Lesoes Graves;1;4;5;2;1;2
Manobra de mudanca de faixa;Tombamento;Plena Noite;Ceu Claro;Caminhao-trator;Lesoes Leves;5;4;5;2;1;2
Manobra de mudanca de faixa;Tombamento;Plena Noite;Ceu Claro;Caminhonete;Ileso;5;4;5;2;1;2
Manobra de mudanca de faixa;Tombamento;Plena Noite;Ceu Claro;Ciclomotor;Ileso;1;4;5;2;1;4
Manobra de mudanca de faixa;Tombamento;Plena Noite;Ceu Claro;Motocicleta;Ileso;6;4;5;2;1;1
Manobra de mudanca de faixa;Tombamento;Plena Noite;Ceu Claro;Motocicleta;Lesoes Graves;17;4;5;2;1;1
Manobra de mudanca de faixa;Tombamento;Plena Noite;Ceu Claro;Motocicleta;Lesoes Leves;66;4;5;2;1;1
Manobra de mudanca de faixa;Tombamento;Plena Noite;Ceu Claro;Motocicleta;Obito;3;4;5;2;1;1
Manobra de mudanca de faixa;Tombamento;Plena Noite;Ceu Claro;Motoneta;Lesoes Leves;4;4;5;2;1;3
Manobra de mudanca de faixa;Tombamento;Plena Noite;Ceu Claro;Nao Informado;Ileso;4;4;5;2;1;3
Manobra de mudanca de faixa;Tombamento;Plena Noite;Ceu Claro;Onibus;Ileso;5;4;5;2;1;3
Manobra de mudanca de faixa;Tombamento;Plena Noite;Ceu Claro;Onibus;Lesoes Graves;1;4;5;2;1;3
Manobra de mudanca de faixa;Tombamento;Plena Noite;Ceu Claro;Onibus;Lesoes Leves;5;4;5;2;1;3
Manobra de mudanca de faixa;Tombamento;Plena Noite;Chuva;Automovel;Ileso;14;4;5;2;2;1
Manobra de mudanca de faixa;Tombamento;Plena Noite;Chuva;Caminhao;Ileso;1;4;5;2;2;2
Manobra de mudanca de faixa;Tombamento;Plena Noite;Chuva;Caminhao;Lesoes Leves;1;4;5;2;2;2
Manobra de mudanca de faixa;Tombamento;Plena Noite;Chuva;Caminhao-trator;Ileso;2;4;5;2;2;2
Manobra de mudanca de faixa;Tombamento;Plena Noite;Chuva;Caminhao-trator;Lesoes Leves;2;4;5;2;2;2
Manobra de mudanca de faixa;Tombamento;Plena Noite;Chuva;Caminhonete;Ileso;1;4;5;2;2;2
Manobra de mudanca de faixa;Tombamento;Plena Noite;Chuva;Motocicleta;Ileso;2;4;5;2;2;1
Manobra de mudanca de faixa;Tombamento;Plena Noite;Chuva;Motocicleta;Lesoes Graves;3;4;5;2;2;1
Manobra de mudanca de faixa;Tombamento;Plena Noite;Chuva;Motocicleta;Lesoes Leves;7;4;5;2;2;1
Manobra de mudanca de faixa;Tombamento;Plena Noite;Chuva;Nao Informado;Ileso;3;4;5;2;2;3
Manobra de mudanca de faixa;Tombamento;Plena Noite;Garoa/Chuvisco;Caminhao;Ileso;1;4;5;2;3;2
Manobra de mudanca de faixa;Tombamento;Plena Noite;Garoa/Chuvisco;Caminhao;Lesoes Leves;1;4;5;2;3;2
Manobra de mudanca de faixa;Tombamento;Plena Noite;Garoa/Chuvisco;Caminhao-trator;Lesoes Leves;1;4;5;2;3;2
Manobra de mudanca de faixa;Tombamento;Plena Noite;Garoa/Chuvisco;Caminhonete;Obito;1;4;5;2;3;2
Manobra de mudanca de faixa;Tombamento;Plena Noite;Garoa/Chuvisco;Micro-onibus;Lesoes Leves;1;4;5;2;3;4
Manobra de mudanca de faixa;Tombamento;Plena Noite;Garoa/Chuvisco;Motocicleta;Lesoes Graves;3;4;5;2;3;1
Manobra de mudanca de faixa;Tombamento;Plena Noite;Garoa/Chuvisco;Motocicleta;Lesoes Leves;2;4;5;2;3;1
Manobra de mudanca de faixa;Tombamento;Plena Noite;Garoa/Chuvisco;Motocicleta;Obito;2;4;5;2;3;1
Manobra de mudanca de faixa;Tombamento;Plena Noite;Ignorado;Caminhao;Lesoes Graves;1;4;5;2;0;2
Manobra de mudanca de faixa;Tombamento;Plena Noite;Ignorado;Caminhao-trator;Ileso;1;4;5;2;0;2
Manobra de mudanca de faixa;Tombamento;Plena Noite;Ignorado;Caminhonete;Ileso;1;4;5;2;0;2
Manobra de mudanca de faixa;Tombamento;Plena Noite;Ignorado;Motocicleta;Lesoes Leves;4;4;5;2;0;1
Manobra de mudanca de faixa;Tombamento;Plena Noite;Ignorado;Utilitario;Ileso;1;4;5;2;0;3
Manobra de mudanca de faixa;Tombamento;Plena Noite;Nublado;Automovel;Ileso;20;4;5;2;2;1
Manobra de mudanca de faixa;Tombamento;Plena Noite;Nublado;Automovel;Lesoes Leves;1;4;5;2;2;1
Manobra de mudanca de faixa;Tombamento;Plena Noite;Nublado;Caminhao;Ileso;1;4;5;2;2;2
Manobra de mudanca de faixa;Tombamento;Plena Noite;Nublado;Caminhao-trator;Ileso;3;4;5;2;2;2
Manobra de mudanca de faixa;Tombamento;Plena Noite;Nublado;Caminhao-trator;Lesoes Leves;1;4;5;2;2;2
Manobra de mudanca de faixa;Tombamento;Plena Noite;Nublado;Caminhonete;Ileso;3;4;5;2;2;2
Manobra de mudanca de faixa;Tombamento;Plena Noite;Nublado;Micro-onibus;Lesoes Leves;1;4;5;2;2;4
Manobra de mudanca de faixa;Tombamento;Plena Noite;Nublado;Motocicleta;Ileso;2;4;5;2;2;1
Manobra de mudanca de faixa;Tombamento;Plena Noite;Nublado;Motocicleta;Lesoes Graves;6;4;5;2;2;1
Manobra de mudanca de faixa;Tombamento;Plena Noite;Nublado;Motocicleta;Lesoes Leves;9;4;5;2;2;1
Manobra de mudanca de faixa;Tombamento;Plena Noite;Nublado;Motocicleta;Obito;5;4;5;2;2;1
Manobra de mudanca de faixa;Tombamento;Plena Noite;Nublado;Motoneta;Lesoes Leves;2;4;5;2;2;3
Manobra de mudanca de faixa;Tombamento;Plena Noite;Nublado;Nao Informado;Ileso;1;4;5;2;2;3
Manobra de mudanca de faixa;Tombamento;Plena Noite;Nublado;Utilitario;Ileso;1;4;5;2;2;3
Manobra de mudanca de faixa;Tombamento;Plena Noite;Vento;Automovel;Ileso;2;4;5;2;5;1
Manobra de mudanca de faixa;Tombamento;Plena Noite;Vento;Motocicleta;Lesoes Leves;1;4;5;2;5;1
Manobra de mudanca de faixa;Tombamento;Plena Noite;Vento;Motoneta;Lesoes Leves;1;4;5;2;5;3
Manobra de mudanca de faixa;Tombamento;Pleno dia;Ceu Claro;Automovel;Ileso;129;4;5;1;1;1
Manobra de mudanca de faixa;Tombamento;Pleno dia;Ceu Claro;Automovel;Lesoes Graves;3;4;5;1;1;1
Manobra de mudanca de faixa;Tombamento;Pleno dia;Ceu Claro;Automovel;Lesoes Leves;11;4;5;1;1;1
Manobra de mudanca de faixa;Tombamento;Pleno dia;Ceu Claro;Automovel;Obito;2;4;5;1;1;1
Manobra de mudanca de faixa;Tombamento;Pleno dia;Ceu Claro;Bicicleta;Ileso;1;4;5;1;1;3
Manobra de mudanca de faixa;Tombamento;Pleno dia;Ceu Claro;Bicicleta;Lesoes Graves;1;4;5;1;1;3
Manobra de mudanca de faixa;Tombamento;Pleno dia;Ceu Claro;Bicicleta;Lesoes Leves;1;4;5;1;1;3
Manobra de mudanca de faixa;Tombamento;Pleno dia;Ceu Claro;Bicicleta;Obito;2;4;5;1;1;3
Manobra de mudanca de faixa;Tombamento;Pleno dia;Ceu Claro;Caminhao;Ileso;19;4;5;1;1;2
Manobra de mudanca de faixa;Tombamento;Pleno dia;Ceu Claro;Caminhao;Lesoes Leves;1;4;5;1;1;2
Manobra de mudanca de faixa;Tombamento;Pleno dia;Ceu Claro;Caminhao-trator;Ileso;15;4;5;1;1;2
Manobra de mudanca de faixa;Tombamento;Pleno dia;Ceu Claro;Caminhao-trator;Lesoes Graves;2;4;5;1;1;2
Manobra de mudanca de faixa;Tombamento;Pleno dia;Ceu Claro;Caminhao-trator;Lesoes Leves;9;4;5;1;1;2
Manobra de mudanca de faixa;Tombamento;Pleno dia;Ceu Claro;Caminhonete;Ileso;30;4;5;1;1;2
Manobra de mudanca de faixa;Tombamento;Pleno dia;Ceu Claro;Caminhonete;Lesoes Graves;2;4;5;1;1;2
Manobra de mudanca de faixa;Tombamento;Pleno dia;Ceu Claro;Caminhonete;Lesoes Leves;7;4;5;1;1;2
Manobra de mudanca de faixa;Tombamento;Pleno dia;Ceu Claro;Ciclomotor;Lesoes Leves;2;4;5;1;1;4
Manobra de mudanca de faixa;Tombamento;Pleno dia;Ceu Claro;Micro-onibus;Ileso;1;4;5;1;1;4
Manobra de mudanca de faixa;Tombamento;Pleno dia;Ceu Claro;Motocicleta;Ileso;13;4;5;1;1;1
Manobra de mudanca de faixa;Tombamento;Pleno dia;Ceu Claro;Motocicleta;Lesoes Graves;38;4;5;1;1;1
Manobra de mudanca de faixa;Tombamento;Pleno dia;Ceu Claro;Motocicleta;Lesoes Leves;153;4;5;1;1;1
Manobra de mudanca de faixa;Tombamento;Pleno dia;Ceu Claro;Motocicleta;Obito;7;4;5;1;1;1
Manobra de mudanca de faixa;Tombamento;Pleno dia;Ceu Claro;Motoneta;Ileso;1;4;5;1;1;3
Manobra de mudanca de faixa;Tombamento;Pleno dia;Ceu Claro;Motoneta;Lesoes Graves;2;4;5;1;1;3
Manobra de mudanca de faixa;Tombamento;Pleno dia;Ceu Claro;Motoneta;Lesoes Leves;28;4;5;1;1;3
Manobra de mudanca de faixa;Tombamento;Pleno dia;Ceu Claro;Motoneta;Obito;1;4;5;1;1;3
Manobra de mudanca de faixa;Tombamento;Pleno dia;Ceu Claro;Nao Informado;Ileso;7;4;5;1;1;3
Manobra de mudanca de faixa;Tombamento;Pleno dia;Ceu Claro;Utilitario;Ileso;6;4;5;1;1;3
Manobra de mudanca de faixa;Tombamento;Pleno dia;Chuva;Automovel;Ileso;12;4;5;1;2;1
Manobra de mudanca de faixa;Tombamento;Pleno dia;Chuva;Automovel;Lesoes Leves;1;4;5;1;2;1
Manobra de mudanca de faixa;Tombamento;Pleno dia;Chuva;Caminhao;Ileso;2;4;5;1;2;2
Manobra de mudanca de faixa;Tombamento;Pleno dia;Chuva;Caminhao-trator;Ileso;2;4;5;1;2;2
Manobra de mudanca de faixa;Tombamento;Pleno dia;Chuva;Caminhao-trator;Lesoes Graves;1;4;5;1;2;2
Manobra de mudanca de faixa;Tombamento;Pleno dia;Chuva;Caminhonete;Ileso;4;4;5;1;2;2
Manobra de mudanca de faixa;Tombamento;Pleno dia;Chuva;Caminhonete;Lesoes Leves;3;4;5;1;2;2
Manobra de mudanca de faixa;Tombamento;Pleno dia;Chuva;Motocicleta;Lesoes Graves;4;4;5;1;2;1
Manobra de mudanca de faixa;Tombamento;Pleno dia;Chuva;Motocicleta;Lesoes Leves;18;4;5;1;2;1
Manobra de mudanca de faixa;Tombamento;Pleno dia;Chuva;Motocicleta;Obito;1;4;5;1;2;1
Manobra de mudanca de faixa;Tombamento;Pleno dia;Chuva;Motoneta;Lesoes Leves;2;4;5;1;2;3
Manobra de mudanca de faixa;Tombamento;Pleno dia;Chuva;Nao Informado;Ileso;1;4;5;1;2;3
Manobra de mudanca de faixa;Tombamento;Pleno dia;Chuva;Utilitario;Ileso;1;4;5;1;2;3
Manobra de mudanca de faixa;Tombamento;Pleno dia;Garoa/Chuvisco;Automovel;Ileso;5;4;5;1;3;1
Manobra de mudanca de faixa;Tombamento;Pleno dia;Garoa/Chuvisco;Caminhao;Lesoes Leves;1;4;5;1;3;2
Manobra de mudanca de faixa;Tombamento;Pleno dia;Garoa/Chuvisco;Motocicleta;Lesoes Leves;7;4;5;1;3;1
Manobra de mudanca de faixa;Tombamento;Pleno dia;Ignorado;Automovel;Ileso;1;4;5;1;0;1
Manobra de mudanca de faixa;Tombamento;Pleno dia;Ignorado;Motocicleta;Lesoes Leves;1;4;5;1;0;1
Manobra de mudanca de faixa;Tombamento;Pleno dia;Ignorado;Motoneta;Lesoes Leves;1;4;5;1;0;3
Manobra de mudanca de faixa;Tombamento;Pleno dia;Nublado;Automovel;Ileso;41;4;5;1;2;1
Manobra de mudanca de faixa;Tombamento;Pleno dia;Nublado;Bicicleta;Lesoes Graves;1;4;5;1;2;3
Manobra de mudanca de faixa;Tombamento;Pleno dia;Nublado;Caminhao;Ileso;3;4;5;1;2;2
Manobra de mudanca de faixa;Tombamento;Pleno dia;Nublado;Caminhao;Lesoes Graves;1;4;5;1;2;2
Manobra de mudanca de faixa;Tombamento;Pleno dia;Nublado;Caminhao-trator;Ileso;8;4;5;1;2;2
Manobra de mudanca de faixa;Tombamento;Pleno dia;Nublado;Caminhao-trator;Lesoes Leves;1;4;5;1;2;2
Manobra de mudanca de faixa;Tombamento;Pleno dia;Nublado;Caminhao-trator;Obito;1;4;5;1;2;2
Manobra de mudanca de faixa;Tombamento;Pleno dia;Nublado;Caminhonete;Ileso;5;4;5;1;2;2
Manobra de mudanca de faixa;Tombamento;Pleno dia;Nublado;Ciclomotor;Lesoes Graves;1;4;5;1;2;4
Manobra de mudanca de faixa;Tombamento;Pleno dia;Nublado;Micro-onibus;Ileso;2;4;5;1;2;4
Manobra de mudanca de faixa;Tombamento;Pleno dia;Nublado;Motocicleta;Ileso;4;4;5;1;2;1
Manobra de mudanca de faixa;Tombamento;Pleno dia;Nublado;Motocicleta;Lesoes Graves;11;4;5;1;2;1
Manobra de mudanca de faixa;Tombamento;Pleno dia;Nublado;Motocicleta;Lesoes Leves;55;4;5;1;2;1
Manobra de mudanca de faixa;Tombamento;Pleno dia;Nublado;Motocicleta;Obito;2;4;5;1;2;1
Manobra de mudanca de faixa;Tombamento;Pleno dia;Nublado;Motoneta;Lesoes Graves;1;4;5;1;2;3
Manobra de mudanca de faixa;Tombamento;Pleno dia;Nublado;Motoneta;Lesoes Leves;9;4;5;1;2;3
Manobra de mudanca de faixa;Tombamento;Pleno dia;Nublado;Motoneta;Obito;1;4;5;1;2;3
Manobra de mudanca de faixa;Tombamento;Pleno dia;Nublado;Nao Informado;Ileso;3;4;5;1;2;3
Manobra de mudanca de faixa;Tombamento;Pleno dia;Nublado;Utilitario;Ileso;1;4;5;1;2;3
Manobra de mudanca de faixa;Tombamento;Pleno dia;Sol;Automovel;Ileso;27;4;5;1;3;1
Manobra de mudanca de faixa;Tombamento;Pleno dia;Sol;Automovel;Lesoes Leves;3;4;5;1;3;1
Manobra de mudanca de faixa;Tombamento;Pleno dia;Sol;Bicicleta;Lesoes Leves;1;4;5;1;3;3
Manobra de mudanca de faixa;Tombamento;Pleno dia;Sol;Caminhao;Ileso;2;4;5;1;3;2
Manobra de mudanca de faixa;Tombamento;Pleno dia;Sol;Caminhao-trator;Ileso;4;4;5;1;3;2
Manobra de mudanca de faixa;Tombamento;Pleno dia;Sol;Caminhao-trator;Lesoes Leves;2;4;5;1;3;2
Manobra de mudanca de faixa;Tombamento;Pleno dia;Sol;Caminhonete;Ileso;3;4;5;1;3;2
Manobra de mudanca de faixa;Tombamento;Pleno dia;Sol;Motocicleta;Ileso;2;4;5;1;3;1
Manobra de mudanca de faixa;Tombamento;Pleno dia;Sol;Motocicleta;Lesoes Graves;6;4;5;1;3;1
Manobra de mudanca de faixa;Tombamento;Pleno dia;Sol;Motocicleta;Lesoes Leves;38;4;5;1;3;1
Manobra de mudanca de faixa;Tombamento;Pleno dia;Sol;Motocicleta;Obito;2;4;5;1;3;1
Manobra de mudanca de faixa;Tombamento;Pleno dia;Sol;Motoneta;Lesoes Graves;5;4;5;1;3;3
Manobra de mudanca de faixa;Tombamento;Pleno dia;Sol;Motoneta;Lesoes Leves;3;4;5;1;3;3
Manobra de mudanca de faixa;Tombamento;Pleno dia;Sol;Nao Informado;Ileso;3;4;5;1;3;3
Modificacao proibida;Capotamento;Plena Noite;Ceu Claro;Caminhonete;Lesoes Graves;1;1;5;2;1;2
Modificacao proibida;Colisao com objeto;Plena Noite;Ceu Claro;Caminhonete;Lesoes Graves;1;1;5;2;1;2
Modificacao proibida;Colisao com objeto;Pleno dia;Ceu Claro;Caminhao-trator;Ileso;1;1;5;1;1;2
Modificacao proibida;Colisao com objeto;Pleno dia;Ceu Claro;Nao Informado;Lesoes Graves;1;1;5;1;1;3
Modificacao proibida;Colisao com objeto;Pleno dia;Ceu Claro;Nao Informado;Obito;1;1;5;1;1;3
Modificacao proibida;Colisao frontal;Plena Noite;Ceu Claro;Automovel;Lesoes Graves;3;1;5;2;1;1
Modificacao proibida;Colisao frontal;Plena Noite;Ceu Claro;Caminhonete;Ileso;1;1;5;2;1;2
Modificacao proibida;Colisao frontal;Pleno dia;Ceu Claro;Caminhao-trator;Ileso;1;1;5;1;1;2
Modificacao proibida;Colisao frontal;Pleno dia;Ceu Claro;Nao Informado;Lesoes Graves;1;1;5;1;1;3
Modificacao proibida;Colisao frontal;Pleno dia;Ceu Claro;Nao Informado;Obito;1;1;5;1;1;3
Modificacao proibida;Colisao lateral mesmo sentido;Pleno dia;Ceu Claro;Automovel;Ileso;1;1;5;1;1;1
Modificacao proibida;Colisao lateral mesmo sentido;Pleno dia;Ceu Claro;Motocicleta;Lesoes Leves;1;1;5;1;1;1
Modificacao proibida;Colisao lateral sentido oposto;Plena Noite;Nublado;Automovel;Ileso;1;1;4;2;2;1
Modificacao proibida;Colisao lateral sentido oposto;Plena Noite;Nublado;Automovel;Lesoes Graves;3;1;4;2;2;1
Modificacao proibida;Colisao lateral sentido oposto;Plena Noite;Nublado;Automovel;Lesoes Leves;1;1;4;2;2;1
Modificacao proibida;Colisao lateral sentido oposto;Plena Noite;Nublado;Onibus;Ileso;1;1;4;2;2;3
Modificacao proibida;Colisao transversal;Plena Noite;Chuva;Automovel;Ileso;1;1;5;2;2;1
Modificacao proibida;Colisao traseira;Plena Noite;Ceu Claro;Motocicleta;Lesoes Graves;1;1;5;2;1;1
Modificacao proibida;Colisao traseira;Plena Noite;Ceu Claro;Motocicleta;Lesoes Leves;2;1;5;2;1;1
Modificacao proibida;Colisao traseira;Pleno dia;Ceu Claro;Automovel;Ileso;3;1;5;1;1;1
Modificacao proibida;Colisao traseira;Pleno dia;Ceu Claro;Caminhao-trator;Ileso;1;1;5;1;1;2
Modificacao proibida;Colisao traseira;Pleno dia;Ceu Claro;Motocicleta;Ileso;1;1;5;1;1;1
Modificacao proibida;Colisao traseira;Pleno dia;Ceu Claro;Motocicleta;Lesoes Leves;1;1;5;1;1;1
Modificacao proibida;Colisao traseira;Pleno dia;Nublado;Caminhao;Ileso;1;1;5;1;2;2
Modificacao proibida;Colisao traseira;Pleno dia;Nublado;Caminhonete;Lesoes Leves;3;1;5;1;2;2
Modificacao proibida;Queda de ocupante de veiculo;Plena Noite;Ceu Claro;Motocicleta;Lesoes Graves;1;1;5;2;1;1
Modificacao proibida;Queda de ocupante de veiculo;Plena Noite;Ceu Claro;Motocicleta;Lesoes Leves;2;1;5;2;1;1
Modificacao proibida;Queda de ocupante de veiculo;Pleno dia;Ceu Claro;Automovel;Ileso;2;1;5;1;1;1
Modificacao proibida;Queda de ocupante de veiculo;Pleno dia;Ceu Claro;Motocicleta;Ileso;1;1;5;1;1;1
Modificacao proibida;Queda de ocupante de veiculo;Pleno dia;Ceu Claro;Motocicleta;Lesoes Leves;2;1;5;1;1;1
Modificacao proibida;Saida de leito carrocavel;Plena Noite;Ceu Claro;Automovel;Lesoes Graves;3;1;5;2;1;1
Modificacao proibida;Saida de leito carrocavel;Plena Noite;Ceu Claro;Caminhonete;Ileso;1;1;5;2;1;2
Modificacao proibida;Tombamento;Pleno dia;Ceu Claro;Automovel;Ileso;1;1;5;1;1;1
Modificacao proibida;Tombamento;Pleno dia;Ceu Claro;Motocicleta;Ileso;1;1;5;1;1;1
Modificacao proibida;Tombamento;Pleno dia;Ceu Claro;Motocicleta;Lesoes Leves;1;1;5;1;1;1
Modificacao proibida;Tombamento;Pleno dia;Ceu Claro;Motoneta;Ileso;1;1;5;1;1;3
Modificacao proibida;Tombamento;Pleno dia;Ceu Claro;Motoneta;Lesoes Leves;1;1;5;1;1;3
Neblina;Atropelamento de Animal;Plena Noite;Nevoeiro/Neblina;Automovel;Lesoes Leves;2;1;2;2;4;1
Neblina;Atropelamento de Animal;Plena Noite;Nevoeiro/Neblina;Utilitario;Ileso;3;1;2;2;4;3
Neblina;Atropelamento de Pedestre;Amanhecer;Ceu Claro;Nao se aplica;Obito;1;1;4;4;1;3
Neblina;Atropelamento de Pedestre;Plena Noite;Garoa/Chuvisco;Caminhao;Ileso;1;1;4;2;3;2
Neblina;Atropelamento de Pedestre;Plena Noite;Garoa/Chuvisco;Nao se aplica;Obito;1;1;4;2;3;3
Neblina;Atropelamento de Pedestre;Plena Noite;Nevoeiro/Neblina;Motocicleta;Ileso;1;1;4;2;4;1
Neblina;Atropelamento de Pedestre;Plena Noite;Nevoeiro/Neblina;Nao se aplica;Lesoes Leves;1;1;4;2;4;3
Neblina;Capotamento;Plena Noite;Chuva;Automovel;Ileso;1;1;5;2;2;1
Neblina;Capotamento;Plena Noite;Chuva;Caminhao;Lesoes Leves;2;1;5;2;2;2
Neblina;Capotamento;Plena Noite;Nevoeiro/Neblina;Automovel;Lesoes Leves;2;1;5;2;4;1
Neblina;Capotamento;Plena Noite;Nevoeiro/Neblina;Utilitario;Ileso;2;1;5;2;4;3
Neblina;Capotamento;Plena Noite;Nublado;Automovel;Ileso;1;1;5;2;2;1
Neblina;Capotamento;Plena Noite;Nublado;Automovel;Lesoes Graves;1;1;5;2;2;1
Neblina;Capotamento;Plena Noite;Nublado;Automovel;Lesoes Leves;2;1;5;2;2;1
Neblina;Colisao com objeto;Amanhecer;Nevoeiro/Neblina;Automovel;Ileso;1;1;5;4;4;1
Neblina;Colisao com objeto;Amanhecer;Nevoeiro/Neblina;Micro-onibus;Lesoes Graves;2;1;5;4;4;4
Neblina;Colisao com objeto;Amanhecer;Nevoeiro/Neblina;Micro-onibus;Lesoes Leves;14;1;5;4;4;4
Neblina;Colisao com objeto;Amanhecer;Nevoeiro/Neblina;Motocicleta;Lesoes Graves;1;1;5;4;4;1
Neblina;Colisao com objeto;Amanhecer;Nublado;Caminhao-trator;Ileso;1;1;5;4;2;2
Neblina;Colisao com objeto;Amanhecer;Nublado;Caminhonete;Ileso;1;1;5;4;2;2
Neblina;Colisao com objeto;Amanhecer;Nublado;Caminhonete;Lesoes Leves;4;1;5;4;2;2
Neblina;Colisao com objeto;Plena Noite;Ignorado;Automovel;Obito;1;1;5;2;0;1
Neblina;Colisao com objeto;Plena Noite;Nevoeiro/Neblina;Automovel;Ileso;5;1;5;2;4;1
Neblina;Colisao com objeto;Plena Noite;Nevoeiro/Neblina;Automovel;Lesoes Leves;2;1;5;2;4;1
Neblina;Colisao com objeto;Plena Noite;Nevoeiro/Neblina;Utilitario;Ileso;2;1;5;2;4;3
Neblina;Colisao com objeto;Plena Noite;Nublado;Automovel;Ileso;2;1;5;2;2;1
Neblina;Colisao com objeto;Plena Noite;Nublado;Automovel;Lesoes Graves;2;1;5;2;2;1
Neblina;Colisao com objeto;Plena Noite;Nublado;Automovel;Lesoes Leves;4;1;5;2;2;1
Neblina;Colisao com objeto;Plena Noite;Nublado;Motocicleta;Lesoes Graves;1;1;5;2;2;1
Neblina;Colisao frontal;Amanhecer;Nevoeiro/Neblina;Automovel;Ileso;1;1;5;4;4;1
Neblina;Colisao frontal;Amanhecer;Nevoeiro/Neblina;Automovel;Lesoes Graves;2;1;5;4;4;1
Neblina;Colisao frontal;Amanhecer;Nevoeiro/Neblina;Automovel;Lesoes Leves;6;1;5;4;4;1
Neblina;Colisao frontal;Amanhecer;Nevoeiro/Neblina;Automovel;Obito;3;1;5;4;4;1
Neblina;Colisao frontal;Amanhecer;Nevoeiro/Neblina;Caminhao-trator;Ileso;3;1;5;4;4;2
Neblina;Colisao frontal;Amanhecer;Nevoeiro/Neblina;Onibus;Lesoes Leves;1;1;5;4;4;3
Neblina;Colisao frontal;Plena Noite;Nevoeiro/Neblina;Automovel;Lesoes Graves;1;1;5;2;4;1
Neblina;Colisao frontal;Plena Noite;Nevoeiro/Neblina;Utilitario;Lesoes Graves;1;1;5;2;4;3
Neblina;Colisao frontal;Plena Noite;Nevoeiro/Neblina;Utilitario;Lesoes Leves;1;1;5;2;4;3
Neblina;Colisao lateral mesmo sentido;Plena Noite;Chuva;Automovel;Ileso;1;1;5;2;2;1
Neblina;Colisao lateral mesmo sentido;Plena Noite;Chuva;Caminhao;Lesoes Leves;2;1;5;2;2;2
Neblina;Colisao lateral mesmo sentido;Plena Noite;Nevoeiro/Neblina;Caminhao-trator;Ileso;1;1;5;2;4;2
Neblina;Colisao lateral mesmo sentido;Plena Noite;Nevoeiro/Neblina;Caminhao-trator;Lesoes Graves;1;1;5;2;4;2
Neblina;Colisao lateral mesmo sentido;Pleno dia;Nevoeiro/Neblina;Caminhonete;Ileso;1;1;5;1;4;2
Neblina;Colisao lateral mesmo sentido;Pleno dia;Nevoeiro/Neblina;Motocicleta;Lesoes Leves;1;1;5;1;4;1
Neblina;Colisao lateral sentido oposto;Amanhecer;Nevoeiro/Neblina;Automovel;Ileso;3;1;4;4;4;1
Neblina;Colisao lateral sentido oposto;Amanhecer;Nevoeiro/Neblina;Automovel;Lesoes Leves;4;1;4;4;4;1
Neblina;Colisao lateral sentido oposto;Amanhecer;Nevoeiro/Neblina;Caminhao;Ileso;1;1;4;4;4;2
Neblina;Colisao lateral sentido oposto;Amanhecer;Nevoeiro/Neblina;Caminhao-trator;Ileso;1;1;4;4;4;2
Neblina;Colisao lateral sentido oposto;Pleno dia;Nublado;Caminhao;Lesoes Graves;1;1;4;1;2;2
Neblina;Colisao lateral sentido oposto;Pleno dia;Nublado;Caminhao-trator;Ileso;2;1;4;1;2;2
Neblina;Colisao transversal;Amanhecer;Nevoeiro/Neblina;Automovel;Ileso;4;1;5;4;4;1
Neblina;Colisao transversal;Amanhecer;Nevoeiro/Neblina;Automovel;Lesoes Leves;4;1;5;4;4;1
Neblina;Colisao transversal;Amanhecer;Nevoeiro/Neblina;Caminhao;Ileso;1;1;5;4;4;2
Neblina;Colisao transversal;Amanhecer;Nevoeiro/Neblina;Caminhao-trator;Ileso;1;1;5;4;4;2
Neblina;Colisao transversal;Amanhecer;Nevoeiro/Neblina;Motocicleta;Lesoes Leves;1;1;5;4;4;1
