causa_acidente;tipo_acidente;fase_dia;condicao_metereologica;tipo_veiculo;estado_fisico;count;causa_acidente_criterios;tipo_acidente_criterios;fase_dia_criterios;condicao_metereologica_criterios;tipo_veiculo_criterios
Ausencia de sinalizacao;Colisao lateral mesmo sentido;Plena Noite;Ceu Claro;Motocicleta;Ileso;1;2;5;2;1;1
Ausencia de sinalizacao;Colisao lateral mesmo sentido;Plena Noite;Ceu Claro;Motocicleta;Lesoes Leves;2;2;5;2;1;1
Ausencia de sinalizacao;Colisao lateral mesmo sentido;Plena Noite;Ceu Claro;Utilitario;Ileso;5;2;5;2;1;3
Ausencia de sinalizacao;Colisao lateral mesmo sentido;Plena Noite;Chuva;Automovel;Ileso;3;2;5;2;2;1
Ausencia de sinalizacao;Colisao lateral mesmo sentido;Plena Noite;Chuva;Caminhao;Ileso;1;2;5;2;2;2
Ausencia de sinalizacao;Colisao lateral mesmo sentido;Pleno dia;Ceu Claro;Automovel;Ileso;7;2;5;1;1;1
Ausencia de sinalizacao;Colisao lateral mesmo sentido;Pleno dia;Ceu Claro;Caminhao;Ileso;1;2;5;1;1;2
Ausencia de sinalizacao;Colisao lateral mesmo sentido;Pleno dia;Ceu Claro;Caminhao-trator;Ileso;6;2;5;1;1;2
Ausencia de sinalizacao;Colisao lateral mesmo sentido;Pleno dia;Ceu Claro;Caminhonete;Lesoes Leves;4;2;5;1;1;2
Ausencia de sinalizacao;Colisao lateral mesmo sentido;Pleno dia;Ceu Claro;Motocicleta;Lesoes Leves;6;2;5;1;1;1
Ausencia de sinalizacao;Colisao lateral mesmo sentido;Pleno dia;Ceu Claro;Nao Informado;Ileso;1;2;5;1;1;3
Ausencia de sinalizacao;Colisao lateral mesmo sentido;Pleno dia;Garoa/Chuvisco;Caminhonete;Ileso;1;2;5;1;3;2
Ausencia de sinalizacao;Colisao lateral mesmo sentido;Pleno dia;Garoa/Chuvisco;Motocicleta;Lesoes Leves;1;2;5;1;3;1
Ausencia de sinalizacao;Colisao lateral mesmo sentido;Pleno dia;Nublado;Automovel;Ileso;1;2;5;1;2;1
Ausencia de sinalizacao;Colisao lateral mesmo sentido;Pleno dia;Nublado;Motocicleta;Lesoes Leves;1;2;5;1;2;1
Ausencia de sinalizacao;Colisao lateral mesmo sentido;Pleno dia;Sol;Automovel;Lesoes Leves;1;2;5;1;3;1
Ausencia de sinalizacao;Colisao lateral mesmo sentido;Pleno dia;Sol;Outros;Ileso;1;2;5;1;3;5
Ausencia de sinalizacao;Colisao lateral sentido oposto;Amanhecer;Nublado;Automovel;Ileso;4;2;4;4;2;1
Ausencia de sinalizacao;Colisao lateral sentido oposto;Amanhecer;Nublado;Automovel;Lesoes Graves;2;2;4;4;2;1
Ausencia de sinalizacao;Colisao lateral sentido oposto;Amanhecer;Nublado;Automovel;Lesoes Leves;4;2;4;4;2;1
Ausencia de sinalizacao;Colisao lateral sentido oposto;Anoitecer;Ceu Claro;Automovel;Lesoes Leves;1;2;4;4;1;1
Ausencia de sinalizacao;Colisao lateral sentido oposto;Anoitecer;Ceu Claro;Caminhao;Ileso;1;2;4;4;1;2
Ausencia de sinalizacao;Colisao lateral sentido oposto;Anoitecer;Nublado;Caminhao;Ileso;2;2;4;4;2;2
Ausencia de sinalizacao;Colisao lateral sentido oposto;Anoitecer;Nublado;Caminhonete;Ileso;1;2;4;4;2;2
Ausencia de sinalizacao;Colisao lateral sentido oposto;Anoitecer;Nublado;Caminhonete;Lesoes Graves;1;2;4;4;2;2
Ausencia de sinalizacao;Colisao lateral sentido oposto;Anoitecer;Nublado;Caminhonete;Lesoes Leves;2;2;4;4;2;2
Ausencia de sinalizacao;Colisao lateral sentido oposto;Plena Noite;Ceu Claro;Automovel;Ileso;1;2;4;2;1;1
Ausencia de sinalizacao;Colisao lateral sentido oposto;Plena Noite;Ceu Claro;Caminhonete;Ileso;2;2;4;2;1;2
Ausencia de sinalizacao;Colisao lateral sentido oposto;Plena Noite;Ceu Claro;Motocicleta;Lesoes Graves;1;2;4;2;1;1
Ausencia de sinalizacao;Colisao lateral sentido oposto;Plena Noite;Ceu Claro;Motocicleta;Obito;1;2;4;2;1;1
Ausencia de sinalizacao;Colisao lateral sentido oposto;Plena Noite;Chuva;Motocicleta;Lesoes Graves;1;2;4;2;2;1
Ausencia de sinalizacao;Colisao lateral sentido oposto;Plena Noite;Nublado;Automovel;Ileso;1;2;4;2;2;1
Ausencia de sinalizacao;Colisao lateral sentido oposto;Plena Noite;Nublado;Automovel;Lesoes Graves;1;2;4;2;2;1
Ausencia de sinalizacao;Colisao lateral sentido oposto;Plena Noite;Nublado;Caminhao-trator;Ileso;1;2;4;2;2;2
Ausencia de sinalizacao;Colisao lateral sentido oposto;Pleno dia;Ceu Claro;Caminhao-trator;Ileso;2;2;4;1;1;2
Ausencia de sinalizacao;Colisao lateral sentido oposto;Pleno dia;Ceu Claro;Caminhao-trator;Lesoes Leves;2;2;4;1;1;2
Ausencia de sinalizacao;Colisao lateral sentido oposto;Pleno dia;Chuva;Automovel;Ileso;2;2;4;1;2;1
Ausencia de sinalizacao;Colisao lateral sentido oposto;Pleno dia;Chuva;Automovel;Lesoes Leves;2;2;4;1;2;1
Ausencia de sinalizacao;Colisao transversal;Amanhecer;Ceu Claro;Bicicleta;Lesoes Leves;1;2;5;4;1;3
Ausencia de sinalizacao;Colisao transversal;Amanhecer;Ceu Claro;Motoneta;Ileso;1;2;5;4;1;3
Ausencia de sinalizacao;Colisao transversal;Anoitecer;Ceu Claro;Automovel;Ileso;3;2;5;4;1;1
Ausencia de sinalizacao;Colisao transversal;Anoitecer;Ceu Claro;Automovel;Lesoes Leves;3;2;5;4;1;1
Ausencia de sinalizacao;Colisao transversal;Anoitecer;Ceu Claro;Motoneta;Lesoes Leves;1;2;5;4;1;3
Ausencia de sinalizacao;Colisao transversal;Anoitecer;Nublado;Automovel;Ileso;1;2;5;4;2;1
Ausencia de sinalizacao;Colisao transversal;Anoitecer;Nublado;Motocicleta;Lesoes Leves;1;2;5;4;2;1
Ausencia de sinalizacao;Colisao transversal;Plena Noite;Ceu Claro;Automovel;Ileso;11;2;5;2;1;1
Ausencia de sinalizacao;Colisao transversal;Plena Noite;Ceu Claro;Automovel;Lesoes Graves;4;2;5;2;1;1
Ausencia de sinalizacao;Colisao transversal;Plena Noite;Ceu Claro;Automovel;Lesoes Leves;3;2;5;2;1;1
Ausencia de sinalizacao;Colisao transversal;Plena Noite;Ceu Claro;Bicicleta;Lesoes Leves;1;2;5;2;1;3
Ausencia de sinalizacao;Colisao transversal;Plena Noite;Ceu Claro;Bicicleta;Obito;1;2;5;2;1;3
Ausencia de sinalizacao;Colisao transversal;Plena Noite;Ceu Claro;Caminhao;Ileso;2;2;5;2;1;2
Ausencia de sinalizacao;Colisao transversal;Plena Noite;Ceu Claro;Caminhonete;Obito;1;2;5;2;1;2
Ausencia de sinalizacao;Colisao transversal;Plena Noite;Ceu Claro;Motocicleta;Lesoes Graves;4;2;5;2;1;1
Ausencia de sinalizacao;Colisao transversal;Plena Noite;Ceu Claro;Motocicleta;Lesoes Leves;3;2;5;2;1;1
Ausencia de sinalizacao;Colisao transversal;Plena Noite;Ceu Claro;Nao Informado;Ileso;1;2;5;2;1;3
Ausencia de sinalizacao;Colisao transversal;Plena Noite;Chuva;Motocicleta;Obito;1;2;5;2;2;1
Ausencia de sinalizacao;Colisao transversal;Plena Noite;Garoa/Chuvisco;Motocicleta;Lesoes Leves;1;2;5;2;3;1
Ausencia de sinalizacao;Colisao transversal;Plena Noite;Nublado;Automovel;Ileso;1;2;5;2;2;1
Ausencia de sinalizacao;Colisao transversal;Plena Noite;Nublado;Motocicleta;Lesoes Graves;1;2;5;2;2;1
Ausencia de sinalizacao;Colisao transversal;Plena Noite;Nublado;Nao Informado;Ileso;1;2;5;2;2;3
Ausencia de sinalizacao;Colisao transversal;Pleno dia;Ceu Claro;Automovel;Ileso;14;2;5;1;1;1
Ausencia de sinalizacao;Colisao transversal;Pleno dia;Ceu Claro;Automovel;Lesoes Leves;7;2;5;1;1;1
Ausencia de sinalizacao;Colisao transversal;Pleno dia;Ceu Claro;Bicicleta;Lesoes Graves;2;2;5;1;1;3
Ausencia de sinalizacao;Colisao transversal;Pleno dia;Ceu Claro;Bicicleta;Lesoes Leves;2;2;5;1;1;3
Ausencia de sinalizacao;Colisao transversal;Pleno dia;Ceu Claro;Caminhao;Ileso;2;2;5;1;1;2
Ausencia de sinalizacao;Colisao transversal;Pleno dia;Ceu Claro;Caminhao-trator;Ileso;4;2;5;1;1;2
Ausencia de sinalizacao;Colisao transversal;Pleno dia;Ceu Claro;Caminhonete;Ileso;5;2;5;1;1;2
Ausencia de sinalizacao;Colisao transversal;Pleno dia;Ceu Claro;Caminhonete;Lesoes Leves;1;2;5;1;1;2
Ausencia de sinalizacao;Colisao transversal;Pleno dia;Ceu Claro;Motocicleta;Ileso;1;2;5;1;1;1
Ausencia de sinalizacao;Colisao transversal;Pleno dia;Ceu Claro;Motocicleta;Lesoes Graves;5;2;5;1;1;1
Ausencia de sinalizacao;Colisao transversal;Pleno dia;Ceu Claro;Motocicleta;Lesoes Leves;9;2;5;1;1;1
Ausencia de sinalizacao;Colisao transversal;Pleno dia;Ceu Claro;Motoneta;Lesoes Leves;2;2;5;1;1;3
Ausencia de sinalizacao;Colisao transversal;Pleno dia;Ceu Claro;Utilitario;Ileso;1;2;5;1;1;3
Ausencia de sinalizacao;Colisao transversal;Pleno dia;Chuva;Automovel;Lesoes Graves;1;2;5;1;2;1
Ausencia de sinalizacao;Colisao transversal;Pleno dia;Chuva;Automovel;Lesoes Leves;2;2;5;1;2;1
Ausencia de sinalizacao;Colisao transversal;Pleno dia;Chuva;Automovel;Obito;1;2;5;1;2;1
Ausencia de sinalizacao;Colisao transversal;Pleno dia;Chuva;Caminhao;Ileso;1;2;5;1;2;2
Ausencia de sinalizacao;Colisao transversal;Pleno dia;Chuva;Caminhao-trator;Ileso;1;2;5;1;2;2
Ausencia de sinalizacao;Colisao transversal;Pleno dia;Sol;Automovel;Ileso;1;2;5;1;3;1
Ausencia de sinalizacao;Colisao transversal;Pleno dia;Sol;Motocicleta;Lesoes Leves;2;2;5;1;3;1
Ausencia de sinalizacao;Colisao traseira;Amanhecer;Nublado;Caminhao;Ileso;1;2;5;4;2;2
Ausencia de sinalizacao;Colisao traseira;Amanhecer;Nublado;Caminhao-trator;Ileso;1;2;5;4;2;2
Ausencia de sinalizacao;Colisao traseira;Amanhecer;Nublado;Motocicleta;Ileso;2;2;5;4;2;1
Ausencia de sinalizacao;Colisao traseira;Amanhecer;Nublado;Motocicleta;Lesoes Leves;1;2;5;4;2;1
Ausencia de sinalizacao;Colisao traseira;Anoitecer;Ceu Claro;Automovel;Ileso;2;2;5;4;1;1
Ausencia de sinalizacao;Colisao traseira;Anoitecer;Ceu Claro;Motocicleta;Lesoes Leves;2;2;5;4;1;1
Ausencia de sinalizacao;Colisao traseira;Plena Noite;Ceu Claro;Automovel;Ileso;7;2;5;2;1;1
Ausencia de sinalizacao;Colisao traseira;Plena Noite;Ceu Claro;Automovel;Lesoes Leves;1;2;5;2;1;1
Ausencia de sinalizacao;Colisao traseira;Plena Noite;Ceu Claro;Bicicleta;Lesoes Leves;1;2;5;2;1;3
Ausencia de sinalizacao;Colisao traseira;Plena Noite;Ceu Claro;Caminhao;Ileso;3;2;5;2;1;2
Ausencia de sinalizacao;Colisao traseira;Plena Noite;Ceu Claro;Caminhao;Lesoes Graves;1;2;5;2;1;2
Ausencia de sinalizacao;Colisao traseira;Plena Noite;Ceu Claro;Caminhao-trator;Ileso;2;2;5;2;1;2
Ausencia de sinalizacao;Colisao traseira;Plena Noite;Ceu Claro;Caminhao-trator;Lesoes Leves;1;2;5;2;1;2
Ausencia de sinalizacao;Colisao traseira;Plena Noite;Ceu Claro;Motocicleta;Lesoes Graves;4;2;5;2;1;1
Ausencia de sinalizacao;Colisao traseira;Plena Noite;Ceu Claro;Motocicleta;Lesoes Leves;1;2;5;2;1;1
Ausencia de sinalizacao;Colisao traseira;Plena Noite;Ceu Claro;Motoneta;Lesoes Graves;1;2;5;2;1;3
Ausencia de sinalizacao;Colisao traseira;Plena Noite;Ceu Claro;Onibus;Ileso;1;2;5;2;1;3
Ausencia de sinalizacao;Colisao traseira;Plena Noite;Garoa/Chuvisco;Automovel;Ileso;2;2;5;2;3;1
Ausencia de sinalizacao;Colisao traseira;Plena Noite;Garoa/Chuvisco;Automovel;Lesoes Leves;1;2;5;2;3;1
Ausencia de sinalizacao;Colisao traseira;Plena Noite;Garoa/Chuvisco;Bicicleta;Obito;1;2;5;2;3;3
Ausencia de sinalizacao;Colisao traseira;Plena Noite;Nublado;Automovel;Ileso;3;2;5;2;2;1
Ausencia de sinalizacao;Colisao traseira;Plena Noite;Nublado;Automovel;Lesoes Leves;1;2;5;2;2;1
Ausencia de sinalizacao;Colisao traseira;Plena Noite;Nublado;Motocicleta;Lesoes Leves;1;2;5;2;2;1
Ausencia de sinalizacao;Colisao traseira;Plena Noite;Nublado;Outros;Lesoes Leves;1;2;5;2;2;5
Ausencia de sinalizacao;Colisao traseira;Pleno dia;Ceu Claro;Automovel;Ileso;13;2;5;1;1;1
Ausencia de sinalizacao;Colisao traseira;Pleno dia;Ceu Claro;Automovel;Lesoes Leves;5;2;5;1;1;1
Ausencia de sinalizacao;Colisao traseira;Pleno dia;Ceu Claro;Caminhao;Ileso;5;2;5;1;1;2
Ausencia de sinalizacao;Colisao traseira;Pleno dia;Ceu Claro;Caminhao;Lesoes Leves;1;2;5;1;1;2
Ausencia de sinalizacao;Colisao traseira;Pleno dia;Ceu Claro;Caminhao-trator;Ileso;7;2;5;1;1;2
Ausencia de sinalizacao;Colisao traseira;Pleno dia;Ceu Claro;Caminhao-trator;Lesoes Leves;1;2;5;1;1;2
Ausencia de sinalizacao;Colisao traseira;Pleno dia;Ceu Claro;Caminhonete;Ileso;4;2;5;1;1;2
Ausencia de sinalizacao;Colisao traseira;Pleno dia;Ceu Claro;Caminhonete;Lesoes Graves;1;2;5;1;1;2
Ausencia de sinalizacao;Colisao traseira;Pleno dia;Ceu Claro;Caminhonete;Lesoes Leves;7;2;5;1;1;2
Ausencia de sinalizacao;Colisao traseira;Pleno dia;Ceu Claro;Caminhonete;Obito;1;2;5;1;1;2
Ausencia de sinalizacao;Colisao traseira;Pleno dia;Ceu Claro;Motocicleta;Lesoes Graves;3;2;5;1;1;1
Ausencia de sinalizacao;Colisao traseira;Pleno dia;Ceu Claro;Motocicleta;Lesoes Leves;3;2;5;1;1;1
Ausencia de sinalizacao;Colisao traseira;Pleno dia;Chuva;Automovel;Ileso;1;2;5;1;2;1
Ausencia de sinalizacao;Colisao traseira;Pleno dia;Chuva;Automovel;Lesoes Leves;1;2;5;1;2;1
Ausencia de sinalizacao;Colisao traseira;Pleno dia;Chuva;Caminhao;Lesoes Leves;1;2;5;1;2;2
Ausencia de sinalizacao;Colisao traseira;Pleno dia;Chuva;Caminhao-trator;Ileso;2;2;5;1;2;2
Ausencia de sinalizacao;Colisao traseira;Pleno dia;Chuva;Caminhao-trator;Lesoes Leves;1;2;5;1;2;2
Ausencia de sinalizacao;Colisao traseira;Pleno dia;Nublado;Automovel;Ileso;1;2;5;1;2;1
Ausencia de sinalizacao;Colisao traseira;Pleno dia;Nublado;Automovel;Lesoes Leves;1;2;5;1;2;1
Ausencia de sinalizacao;Colisao traseira;Pleno dia;Nublado;Caminhao;Ileso;4;2;5;1;2;2
Ausencia de sinalizacao;Colisao traseira;Pleno dia;Nublado;Caminhao;Lesoes Graves;1;2;5;1;2;2
Ausencia de sinalizacao;Colisao traseira;Pleno dia;Nublado;Caminhao-trator;Ileso;1;2;5;1;2;2
Ausencia de sinalizacao;Colisao traseira;Pleno dia;Nublado;Caminhao-trator;Obito;1;2;5;1;2;2
Ausencia de sinalizacao;Colisao traseira;Pleno dia;Nublado;Motocicleta;Lesoes Graves;1;2;5;1;2;1
Ausencia de sinalizacao;Colisao traseira;Pleno dia;Nublado;Onibus;Ileso;1;2;5;1;2;3
Ausencia de sinalizacao;Colisao traseira;Pleno dia;Sol;Automovel;Ileso;2;2;5;1;3;1
Ausencia de sinalizacao;Colisao traseira;Pleno dia;Sol;Motocicleta;Lesoes Leves;1;2;5;1;3;1
Ausencia de sinalizacao;Derramamento de carga;Plena Noite;Ceu Claro;Caminhao-trator;Ileso;3;2;3;2;1;2
Ausencia de sinalizacao;Derramamento de carga;Plena Noite;Ceu Claro;Caminhao-trator;Lesoes Leves;4;2;3;2;1;2
Ausencia de sinalizacao;Derramamento de carga;Plena Noite;Ceu Claro;Caminhonete;Ileso;2;2;3;2;1;2
Ausencia de sinalizacao;Derramamento de carga;Plena Noite;Ceu Claro;Caminhonete;Lesoes Graves;1;2;3;2;1;2
Ausencia de sinalizacao;Derramamento de carga;Plena Noite;Ceu Claro;Caminhonete;Lesoes Leves;1;2;3;2;1;2
Ausencia de sinalizacao;Derramamento de carga;Plena Noite;Ceu Claro;Caminhonete;Obito;1;2;3;2;1;2
Ausencia de sinalizacao;Derramamento de carga;Plena Noite;Chuva;Caminhao-trator;Ileso;2;2;3;2;2;2
Ausencia de sinalizacao;Derramamento de carga;Pleno dia;Ceu Claro;Caminhao-trator;Ileso;2;2;3;1;1;2
Ausencia de sinalizacao;Derramamento de carga;Pleno dia;Ceu Claro;Caminhao-trator;Lesoes Leves;3;2;3;1;1;2
Ausencia de sinalizacao;Derramamento de carga;Pleno dia;Chuva;Automovel;Obito;1;2;3;1;2;1
Ausencia de sinalizacao;Derramamento de carga;Pleno dia;Chuva;Caminhao;Lesoes Leves;1;2;3;1;2;2
Ausencia de sinalizacao;Engavetamento;Amanhecer;Chuva;Automovel;Ileso;1;2;3;4;2;1
Ausencia de sinalizacao;Engavetamento;Amanhecer;Chuva;Automovel;Lesoes Leves;1;2;3;4;2;1
Ausencia de sinalizacao;Engavetamento;Amanhecer;Chuva;Caminhao;Ileso;4;2;3;4;2;2
Ausencia de sinalizacao;Engavetamento;Amanhecer;Chuva;Caminhao;Lesoes Leves;1;2;3;4;2;2
Ausencia de sinalizacao;Engavetamento;Amanhecer;Chuva;Micro-onibus;Ileso;1;2;3;4;2;4
Ausencia de sinalizacao;Engavetamento;Anoitecer;Nublado;Caminhao-trator;Ileso;2;2;3;4;2;2
Ausencia de sinalizacao;Engavetamento;Anoitecer;Nublado;Caminhonete;Lesoes Leves;3;2;3;4;2;2
Ausencia de sinalizacao;Engavetamento;Pleno dia;Ceu Claro;Automovel;Ileso;1;2;3;1;1;1
Ausencia de sinalizacao;Engavetamento;Pleno dia;Ceu Claro;Automovel;Lesoes Leves;8;2;3;1;1;1
Ausencia de sinalizacao;Engavetamento;Pleno dia;Ceu Claro;Automovel;Obito;3;2;3;1;1;1
Ausencia de sinalizacao;Engavetamento;Pleno dia;Ceu Claro;Caminhao;Ileso;1;2;3;1;1;2
Ausencia de sinalizacao;Engavetamento;Pleno dia;Ceu Claro;Caminhao-trator;Ileso;1;2;3;1;1;2
Ausencia de sinalizacao;Engavetamento;Pleno dia;Ceu Claro;Caminhao-trator;Lesoes Leves;2;2;3;1;1;2
Ausencia de sinalizacao;Engavetamento;Pleno dia;Ceu Claro;Caminhao-trator;Obito;1;2;3;1;1;2
Ausencia de sinalizacao;Engavetamento;Pleno dia;Ceu Claro;Caminhonete;Ileso;6;2;3;1;1;2
Ausencia de sinalizacao;Engavetamento;Pleno dia;Chuva;Automovel;Ileso;6;2;3;1;2;1
Ausencia de sinalizacao;Engavetamento;Pleno dia;Chuva;Automovel;Lesoes Graves;3;2;3;1;2;1
Ausencia de sinalizacao;Engavetamento;Pleno dia;Chuva;Caminhao-trator;Ileso;1;2;3;1;2;2
Ausencia de sinalizacao;Engavetamento;Pleno dia;Chuva;Caminhonete;Ileso;3;2;3;1;2;2
Ausencia de sinalizacao;Eventos atipicos;Plena Noite;Ceu Claro;Automovel;Ileso;1;2;2;2;1;1
Ausencia de sinalizacao;Eventos atipicos;Plena Noite;Ceu Claro;Caminhonete;Ileso;1;2;2;2;1;2
Ausencia de sinalizacao;Eventos atipicos;Plena Noite;Chuva;Caminhao-trator;Ileso;2;2;2;2;2;2
Ausencia de sinalizacao;Incendio;Pleno dia;Ceu Claro;Caminhao-trator;Ileso;1;2;2;1;1;2
Ausencia de sinalizacao;Incendio;Pleno dia;Ceu Claro;Caminhao-trator;Lesoes Leves;1;2;2;1;1;2
Ausencia de sinalizacao;Incendio;Pleno dia;Chuva;Automovel;Obito;1;2;2;1;2;1
Ausencia de sinalizacao;Incendio;Pleno dia;Chuva;Caminhao;Lesoes Leves;1;2;2;1;2;2
Ausencia de sinalizacao;Queda de ocupante de veiculo;Amanhecer;Ceu Claro;Bicicleta;Lesoes Leves;1;2;5;4;1;3
Ausencia de sinalizacao;Queda de ocupante de veiculo;Amanhecer;Ceu Claro;Motocicleta;Lesoes Graves;1;2;5;4;1;1
Ausencia de sinalizacao;Queda de ocupante de veiculo;Amanhecer;Ceu Claro;Motoneta;Ileso;1;2;5;4;1;3
Ausencia de sinalizacao;Queda de ocupante de veiculo;Amanhecer;Nublado;Automovel;Ileso;3;2;5;4;2;1
Ausencia de sinalizacao;Queda de ocupante de veiculo;Amanhecer;Nublado;Motocicleta;Obito;1;2;5;4;2;1
Ausencia de sinalizacao;Queda de ocupante de veiculo;Anoitecer;Ceu Claro;Automovel;Ileso;2;2;5;4;1;1
Ausencia de sinalizacao;Queda de ocupante de veiculo;Anoitecer;Ceu Claro;Motocicleta;Lesoes Leves;1;2;5;4;1;1
Ausencia de sinalizacao;Queda de ocupante de veiculo;Anoitecer;Ceu Claro;Motoneta;Lesoes Leves;1;2;5;4;1;3
Ausencia de sinalizacao;Queda de ocupante de veiculo;Anoitecer;Nublado;Automovel;Ileso;1;2;5;4;2;1
Ausencia de sinalizacao;Queda de ocupante de veiculo;Anoitecer;Nublado;Motocicleta;Lesoes Leves;1;2;5;4;2;1
Ausencia de sinalizacao;Queda de ocupante de veiculo;Plena Noite;Ceu Claro;Automovel;Ileso;14;2;5;2;1;1
Ausencia de sinalizacao;Queda de ocupante de veiculo;Plena Noite;Ceu Claro;Bicicleta;Lesoes Graves;1;2;5;2;1;3
Ausencia de sinalizacao;Queda de ocupante de veiculo;Plena Noite;Ceu Claro;Bicicleta;Lesoes Leves;1;2;5;2;1;3
Ausencia de sinalizacao;Queda de ocupante de veiculo;Plena Noite;Ceu Claro;Bicicleta;Obito;1;2;5;2;1;3
Ausencia de sinalizacao;Queda de ocupante de veiculo;Plena Noite;Ceu Claro;Caminhao;Ileso;2;2;5;2;1;2
Ausencia de sinalizacao;Queda de ocupante de veiculo;Plena Noite;Ceu Claro;Caminhao-trator;Ileso;2;2;5;2;1;2
Ausencia de sinalizacao;Queda de ocupante de veiculo;Plena Noite;Ceu Claro;Motocicleta;Ileso;1;2;5;2;1;1
Ausencia de sinalizacao;Queda de ocupante de veiculo;Plena Noite;Ceu Claro;Motocicleta;Lesoes Graves;9;2;5;2;1;1
Ausencia de sinalizacao;Queda de ocupante de veiculo;Plena Noite;Ceu Claro;Motocicleta;Lesoes Leves;10;2;5;2;1;1
Ausencia de sinalizacao;Queda de ocupante de veiculo;Plena Noite;Ceu Claro;Motocicleta;Obito;2;2;5;2;1;1
Ausencia de sinalizacao;Queda de ocupante de veiculo;Plena Noite;Ceu Claro;Motoneta;Lesoes Leves;2;2;5;2;1;3
Ausencia de sinalizacao;Queda de ocupante de veiculo;Plena Noite;Chuva;Motocicleta;Lesoes Leves;1;2;5;2;2;1
Ausencia de sinalizacao;Queda de ocupante de veiculo;Plena Noite;Chuva;Motocicleta;Obito;1;2;5;2;2;1
Ausencia de sinalizacao;Queda de ocupante de veiculo;Plena Noite;Chuva;Motoneta;Ileso;1;2;5;2;2;3
Ausencia de sinalizacao;Queda de ocupante de veiculo;Plena Noite;Garoa/Chuvisco;Bicicleta;Obito;1;2;5;2;3;3
Ausencia de sinalizacao;Queda de ocupante de veiculo;Plena Noite;Garoa/Chuvisco;Motocicleta;Lesoes Leves;1;2;5;2;3;1
Ausencia de sinalizacao;Queda de ocupante de veiculo;Plena Noite;Ignorado;Motocicleta;Lesoes Leves;2;2;5;2;0;1
Ausencia de sinalizacao;Queda de ocupante de veiculo;Plena Noite;Nublado;Automovel;Ileso;7;2;5;2;2;1
Ausencia de sinalizacao;Queda de ocupante de veiculo;Plena Noite;Nublado;Bicicleta;Lesoes Leves;1;2;5;2;2;3
Ausencia de sinalizacao;Queda de ocupante de veiculo;Plena Noite;Nublado;Motocicleta;Lesoes Graves;3;2;5;2;2;1
Ausencia de sinalizacao;Queda de ocupante de veiculo;Plena Noite;Nublado;Motocicleta;Lesoes Leves;1;2;5;2;2;1
Ausencia de sinalizacao;Queda de ocupante de veiculo;Plena Noite;Nublado;Motocicleta;Obito;2;2;5;2;2;1
Ausencia de sinalizacao;Queda de ocupante de veiculo;Plena Noite;Nublado;Nao Informado;Ileso;1;2;5;2;2;3
Ausencia de sinalizacao;Queda de ocupante de veiculo;Pleno dia;Ceu Claro;Automovel;Ileso;20;2;5;1;1;1
Ausencia de sinalizacao;Queda de ocupante de veiculo;Pleno dia;Ceu Claro;Bicicleta;Lesoes Graves;2;2;5;1;1;3
Ausencia de sinalizacao;Queda de ocupante de veiculo;Pleno dia;Ceu Claro;Bicicleta;Lesoes Leves;2;2;5;1;1;3
Ausencia de sinalizacao;Queda de ocupante de veiculo;Pleno dia;Ceu Claro;Caminhao;Ileso;2;2;5;1;1;2
Ausencia de sinalizacao;Queda de ocupante de veiculo;Pleno dia;Ceu Claro;Caminhao-trator;Ileso;2;2;5;1;1;2
Ausencia de sinalizacao;Queda de ocupante de veiculo;Pleno dia;Ceu Claro;Caminhonete;Ileso;4;2;5;1;1;2
Ausencia de sinalizacao;Queda de ocupante de veiculo;Pleno dia;Ceu Claro;Motocicleta;Ileso;1;2;5;1;1;1
Ausencia de sinalizacao;Queda de ocupante de veiculo;Pleno dia;Ceu Claro;Motocicleta;Lesoes Graves;7;2;5;1;1;1
Ausencia de sinalizacao;Queda de ocupante de veiculo;Pleno dia;Ceu Claro;Motocicleta;Lesoes Leves;13;2;5;1;1;1
Ausencia de sinalizacao;Queda de ocupante de veiculo;Pleno dia;Ceu Claro;Motoneta;Lesoes Leves;1;2;5;1;1;3
Ausencia de sinalizacao;Queda de ocupante de veiculo;Pleno dia;Ceu Claro;Nao Informado;Ileso;1;2;5;1;1;3
Ausencia de sinalizacao;Queda de ocupante de veiculo;Pleno dia;Garoa/Chuvisco;Caminhonete;Ileso;1;2;5;1;3;2
Ausencia de sinalizacao;Queda de ocupante de veiculo;Pleno dia;Garoa/Chuvisco;Motocicleta;Lesoes Leves;1;2;5;1;3;1
Ausencia de sinalizacao;Queda de ocupante de veiculo;Pleno dia;Nublado;Automovel;Ileso;1;2;5;1;2;1
Ausencia de sinalizacao;Queda de ocupante de veiculo;Pleno dia;Nublado;Motocicleta;Lesoes Graves;1;2;5;1;2;1
Ausencia de sinalizacao;Queda de ocupante de veiculo;Pleno dia;Nublado;Motocicleta;Lesoes Leves;2;2;5;1;2;1
Ausencia de sinalizacao;Queda de ocupante de veiculo;Pleno dia;Nublado;Onibus;Ileso;1;2;5;1;2;3
Ausencia de sinalizacao;Queda de ocupante de veiculo;Pleno dia;Sol;Automovel;Ileso;2;2;5;1;3;1
Ausencia de sinalizacao;Queda de ocupante de veiculo;Pleno dia;Sol;Motocicleta;Lesoes Leves;1;2;5;1;3;1
Ausencia de sinalizacao;Saida de leito carrocavel;Amanhecer;Ceu Claro;Caminhao-trator;Ileso;1;2;5;4;1;2
