causa_acidente;tipo_acidente;fase_dia;condicao_metereologica;tipo_veiculo;estado_fisico;count
Pista Escorregadia;Tombamento;Pleno dia;Ceu Claro;Caminhao;Lesoes Leves;3
Pista Escorregadia;Tombamento;Pleno dia;Ceu Claro;Caminhao-trator;Lesoes Leves;1
Pista Escorregadia;Tombamento;Pleno dia;Ceu Claro;Motocicleta;Lesoes Graves;1
Pista Escorregadia;Tombamento;Pleno dia;Ceu Claro;Motocicleta;Lesoes Leves;15
Pista Escorregadia;Tombamento;Pleno dia;Ceu Claro;Motoneta;Lesoes Leves;3
Pista Escorregadia;Tombamento;Pleno dia;Chuva;Automovel;Ileso;4
Pista Escorregadia;Tombamento;Pleno dia;Chuva;Automovel;Lesoes Graves;2
Pista Escorregadia;Tombamento;Pleno dia;Chuva;Automovel;Obito;2
Pista Escorregadia;Tombamento;Pleno dia;Chuva;Caminhao;Ileso;8
Pista Escorregadia;Tombamento;Pleno dia;Chuva;Caminhao;Lesoes Leves;7
Pista Escorregadia;Tombamento;Pleno dia;Chuva;Caminhao-trator;Ileso;1
Pista Escorregadia;Tombamento;Pleno dia;Chuva;Caminhao-trator;Lesoes Graves;2
Pista Escorregadia;Tombamento;Pleno dia;Chuva;Caminhao-trator;Lesoes Leves;1
Pista Escorregadia;Tombamento;Pleno dia;Chuva;Caminhonete;Ileso;8
Pista Escorregadia;Tombamento;Pleno dia;Chuva;Caminhonete;Lesoes Graves;1
Pista Escorregadia;Tombamento;Pleno dia;Chuva;Caminhonete;Lesoes Leves;2
Pista Escorregadia;Tombamento;Pleno dia;Chuva;Motocicleta;Ileso;3
Pista Escorregadia;Tombamento;Pleno dia;Chuva;Motocicleta;Lesoes Graves;7
Pista Escorregadia;Tombamento;Pleno dia;Chuva;Motocicleta;Lesoes Leves;25
Pista Escorregadia;Tombamento;Pleno dia;Chuva;Motocicleta;Obito;2
Pista Escorregadia;Tombamento;Pleno dia;Chuva;Motoneta;Lesoes Leves;1
Pista Escorregadia;Tombamento;Pleno dia;Chuva;Nao Informado;Lesoes Leves;7
Pista Escorregadia;Tombamento;Pleno dia;Chuva;Utilitario;Ileso;3
Pista Escorregadia;Tombamento;Pleno dia;Chuva;Utilitario;Lesoes Leves;1
Pista Escorregadia;Tombamento;Pleno dia;Garoa/Chuvisco;Automovel;Ileso;1
Pista Escorregadia;Tombamento;Pleno dia;Garoa/Chuvisco;Automovel;Lesoes Graves;1
Pista Escorregadia;Tombamento;Pleno dia;Garoa/Chuvisco;Caminhao;Lesoes Leves;1
Pista Escorregadia;Tombamento;Pleno dia;Garoa/Chuvisco;Caminhao-trator;Ileso;1
Pista Escorregadia;Tombamento;Pleno dia;Garoa/Chuvisco;Caminhao-trator;Lesoes Graves;1
Pista Escorregadia;Tombamento;Pleno dia;Garoa/Chuvisco;Caminhao-trator;Lesoes Leves;1
Pista Escorregadia;Tombamento;Pleno dia;Garoa/Chuvisco;Caminhonete;Lesoes Graves;2
Pista Escorregadia;Tombamento;Pleno dia;Garoa/Chuvisco;Caminhonete;Lesoes Leves;2
Pista Escorregadia;Tombamento;Pleno dia;Garoa/Chuvisco;Micro-onibus;Ileso;1
Pista Escorregadia;Tombamento;Pleno dia;Garoa/Chuvisco;Micro-onibus;Lesoes Graves;6
Pista Escorregadia;Tombamento;Pleno dia;Garoa/Chuvisco;Micro-onibus;Lesoes Leves;2
Pista Escorregadia;Tombamento;Pleno dia;Garoa/Chuvisco;Motocicleta;Lesoes Graves;1
Pista Escorregadia;Tombamento;Pleno dia;Garoa/Chuvisco;Motocicleta;Lesoes Leves;5
Pista Escorregadia;Tombamento;Pleno dia;Ignorado;Motocicleta;Lesoes Leves;1
Pista Escorregadia;Tombamento;Pleno dia;Nublado;Automovel;Ileso;3
Pista Escorregadia;Tombamento;Pleno dia;Nublado;Caminhao;Ileso;1
Pista Escorregadia;Tombamento;Pleno dia;Nublado;Caminhao;Lesoes Graves;1
Pista Escorregadia;Tombamento;Pleno dia;Nublado;Caminhao;Obito;1
Pista Escorregadia;Tombamento;Pleno dia;Nublado;Caminhao-trator;Ileso;2
Pista Escorregadia;Tombamento;Pleno dia;Nublado;Motocicleta;Ileso;1
Pista Escorregadia;Tombamento;Pleno dia;Nublado;Motocicleta;Lesoes Graves;1
Pista Escorregadia;Tombamento;Pleno dia;Nublado;Motocicleta;Lesoes Leves;13
Pista Escorregadia;Tombamento;Pleno dia;Nublado;Motoneta;Lesoes Graves;1
Pista Escorregadia;Tombamento;Pleno dia;Nublado;Motoneta;Lesoes Leves;1
Pista Escorregadia;Tombamento;Pleno dia;Nublado;Motoneta;Obito;1
Pista Escorregadia;Tombamento;Pleno dia;Nublado;Onibus;Ileso;1
Pista Escorregadia;Tombamento;Pleno dia;Sol;Motocicleta;Lesoes Leves;1
Pista esburacada;Atropelamento de Pedestre;Anoitecer;Nublado;Motoneta;Obito;1
Pista esburacada;Atropelamento de Pedestre;Pleno dia;Garoa/Chuvisco;Automovel;Lesoes Graves;1
Pista esburacada;Atropelamento de Pedestre;Pleno dia;Garoa/Chuvisco;Automovel;Lesoes Leves;2
Pista esburacada;Capotamento;Amanhecer;Nublado;Automovel;Lesoes Leves;1
Pista esburacada;Capotamento;Plena Noite;Ceu Claro;Automovel;Lesoes Leves;2
Pista esburacada;Capotamento;Plena Noite;Ceu Claro;Caminhao;Lesoes Leves;1
Pista esburacada;Capotamento;Plena Noite;Ceu Claro;Caminhonete;Lesoes Leves;4
Pista esburacada;Capotamento;Plena Noite;Ceu Claro;Onibus;Ileso;1
Pista esburacada;Capotamento;Plena Noite;Ceu Claro;Utilitario;Lesoes Graves;1
Pista esburacada;Capotamento;Plena Noite;Garoa/Chuvisco;Caminhao-trator;Ileso;1
Pista esburacada;Capotamento;Plena Noite;Garoa/Chuvisco;Caminhao-trator;Lesoes Graves;3
Pista esburacada;Capotamento;Plena Noite;Garoa/Chuvisco;Caminhao-trator;Obito;2
Pista esburacada;Capotamento;Plena Noite;Nublado;Automovel;Ileso;1
Pista esburacada;Capotamento;Plena Noite;Nublado;Automovel;Lesoes Leves;4
Pista esburacada;Capotamento;Pleno dia;Ceu Claro;Automovel;Ileso;1
Pista esburacada;Capotamento;Pleno dia;Ceu Claro;Automovel;Lesoes Graves;1
Pista esburacada;Capotamento;Pleno dia;Ceu Claro;Automovel;Lesoes Leves;3
Pista esburacada;Capotamento;Pleno dia;Ceu Claro;Automovel;Obito;2
Pista esburacada;Capotamento;Pleno dia;Ceu Claro;Bicicleta;Lesoes Leves;1
Pista esburacada;Capotamento;Pleno dia;Ceu Claro;Caminhao;Lesoes Graves;1
Pista esburacada;Capotamento;Pleno dia;Ceu Claro;Caminhonete;Lesoes Graves;1
Pista esburacada;Capotamento;Pleno dia;Ceu Claro;Caminhonete;Lesoes Leves;4
Pista esburacada;Capotamento;Pleno dia;Ceu Claro;Motocicleta;Lesoes Graves;1
Pista esburacada;Capotamento;Pleno dia;Chuva;Automovel;Ileso;2
Pista esburacada;Capotamento;Pleno dia;Nublado;Automovel;Ileso;1
Pista esburacada;Capotamento;Pleno dia;Nublado;Automovel;Lesoes Graves;1
Pista esburacada;Capotamento;Pleno dia;Nublado;Automovel;Lesoes Leves;1
Pista esburacada;Capotamento;Pleno dia;Nublado;Utilitario;Lesoes Leves;1
Pista esburacada;Capotamento;Pleno dia;Sol;Automovel;Lesoes Leves;2
Pista esburacada;Capotamento;Pleno dia;Sol;Caminhao-trator;Ileso;1
Pista esburacada;Capotamento;Pleno dia;Sol;Nao Informado;Ileso;1
Pista esburacada;Colisao com objeto;Plena Noite;Ceu Claro;Bicicleta;Lesoes Leves;1
Pista esburacada;Colisao com objeto;Plena Noite;Ceu Claro;Motocicleta;Lesoes Leves;1
Pista esburacada;Colisao com objeto;Plena Noite;Ceu Claro;Motocicleta;Obito;1
Pista esburacada;Colisao com objeto;Plena Noite;Ignorado;Utilitario;Ileso;2
Pista esburacada;Colisao com objeto;Pleno dia;Ceu Claro;Automovel;Ileso;1
Pista esburacada;Colisao com objeto;Pleno dia;Ceu Claro;Automovel;Lesoes Graves;1
Pista esburacada;Colisao com objeto;Pleno dia;Ceu Claro;Automovel;Lesoes Leves;3
Pista esburacada;Colisao com objeto;Pleno dia;Ceu Claro;Bicicleta;Lesoes Leves;1
Pista esburacada;Colisao com objeto;Pleno dia;Ceu Claro;Caminhao-trator;Ileso;1
Pista esburacada;Colisao com objeto;Pleno dia;Ceu Claro;Motocicleta;Lesoes Leves;1
Pista esburacada;Colisao com objeto;Pleno dia;Garoa/Chuvisco;Onibus;Ileso;4
Pista esburacada;Colisao com objeto;Pleno dia;Garoa/Chuvisco;Utilitario;Ileso;2
Pista esburacada;Colisao com objeto;Pleno dia;Nublado;Automovel;Lesoes Leves;1
Pista esburacada;Colisao com objeto;Pleno dia;Nublado;Caminhonete;Ileso;1
Pista esburacada;Colisao com objeto;Pleno dia;Nublado;Caminhonete;Lesoes Leves;2
Pista esburacada;Colisao com objeto;Pleno dia;Nublado;Utilitario;Ileso;2
Pista esburacada;Colisao com objeto;Pleno dia;Sol;Caminhao-trator;Lesoes Leves;1
Pista esburacada;Colisao com objeto;Pleno dia;Sol;Caminhonete;Ileso;1
Pista esburacada;Colisao com objeto;Pleno dia;Sol;Caminhonete;Lesoes Leves;1
Pista esburacada;Colisao frontal;Plena Noite;Ceu Claro;Automovel;Lesoes Graves;1
Pista esburacada;Colisao frontal;Plena Noite;Ceu Claro;Automovel;Obito;2
Pista esburacada;Colisao frontal;Plena Noite;Ceu Claro;Caminhao-trator;Lesoes Leves;1
Pista esburacada;Colisao frontal;Plena Noite;Ceu Claro;Motocicleta;Lesoes Graves;2
Pista esburacada;Colisao frontal;Plena Noite;Ceu Claro;Motocicleta;Obito;1
Pista esburacada;Colisao frontal;Plena Noite;Chuva;Caminhao-trator;Ileso;1
Pista esburacada;Colisao frontal;Plena Noite;Chuva;Caminhao-trator;Lesoes Leves;1
Pista esburacada;Colisao frontal;Plena Noite;Ignorado;Motocicleta;Lesoes Graves;1
Pista esburacada;Colisao frontal;Plena Noite;Ignorado;Motocicleta;Obito;1
Pista esburacada;Colisao frontal;Plena Noite;Nublado;Automovel;Ileso;1
Pista esburacada;Colisao frontal;Plena Noite;Nublado;Automovel;Lesoes Leves;1
Pista esburacada;Colisao frontal;Plena Noite;Nublado;Caminhao;Ileso;1
Pista esburacada;Colisao frontal;Plena Noite;Nublado;Motoneta;Lesoes Leves;1
Pista esburacada;Colisao frontal;Pleno dia;Ceu Claro;Caminhao;Ileso;1
Pista esburacada;Colisao frontal;Pleno dia;Ceu Claro;Caminhao;Lesoes Graves;1
Pista esburacada;Colisao frontal;Pleno dia;Ceu Claro;Caminhao-trator;Ileso;1
Pista esburacada;Colisao frontal;Pleno dia;Ceu Claro;Motocicleta;Obito;1
Pista esburacada;Colisao frontal;Pleno dia;Chuva;Automovel;Lesoes Graves;1
Pista esburacada;Colisao frontal;Pleno dia;Chuva;Automovel;Obito;4
Pista esburacada;Colisao frontal;Pleno dia;Chuva;Caminhonete;Lesoes Graves;1
Pista esburacada;Colisao lateral mesmo sentido;Plena Noite;Ceu Claro;Automovel;Ileso;2
Pista esburacada;Colisao lateral mesmo sentido;Plena Noite;Ceu Claro;Caminhao-trator;Ileso;2
Pista esburacada;Colisao lateral mesmo sentido;Plena Noite;Ceu Claro;Caminhonete;Lesoes Leves;4
Pista esburacada;Colisao lateral mesmo sentido;Plena Noite;Ceu Claro;Onibus;Ileso;1
Pista esburacada;Colisao lateral mesmo sentido;Pleno dia;Ceu Claro;Automovel;Ileso;2
Pista esburacada;Colisao lateral mesmo sentido;Pleno dia;Ceu Claro;Automovel;Lesoes Leves;2
Pista esburacada;Colisao lateral mesmo sentido;Pleno dia;Ceu Claro;Caminhao-trator;Ileso;1
Pista esburacada;Colisao lateral mesmo sentido;Pleno dia;Ceu Claro;Caminhonete;Ileso;1
Pista esburacada;Colisao lateral mesmo sentido;Pleno dia;Ceu Claro;Motocicleta;Lesoes Leves;5
Pista esburacada;Colisao lateral mesmo sentido;Pleno dia;Ceu Claro;Motoneta;Lesoes Leves;1
Pista esburacada;Colisao lateral mesmo sentido;Pleno dia;Sol;Automovel;Lesoes Leves;2
Pista esburacada;Colisao lateral mesmo sentido;Pleno dia;Sol;Caminhao-trator;Ileso;1
Pista esburacada;Colisao lateral mesmo sentido;Pleno dia;Sol;Nao Informado;Ileso;1
Pista esburacada;Colisao lateral sentido oposto;Plena Noite;Garoa/Chuvisco;Caminhao-trator;Ileso;1
Pista esburacada;Colisao lateral sentido oposto;Plena Noite;Garoa/Chuvisco;Caminhao-trator;Lesoes Graves;3
Pista esburacada;Colisao lateral sentido oposto;Plena Noite;Garoa/Chuvisco;Caminhao-trator;Obito;2
Pista esburacada;Colisao lateral sentido oposto;Pleno dia;Ceu Claro;Caminhao;Lesoes Leves;1
Pista esburacada;Colisao lateral sentido oposto;Pleno dia;Ceu Claro;Caminhao-trator;Ileso;2
Pista esburacada;Colisao transversal;Pleno dia;Ceu Claro;Automovel;Ileso;1
Pista esburacada;Colisao transversal;Pleno dia;Ceu Claro;Automovel;Lesoes Graves;2
Pista esburacada;Colisao transversal;Pleno dia;Ceu Claro;Automovel;Lesoes Leves;1
Pista esburacada;Colisao transversal;Pleno dia;Ceu Claro;Automovel;Obito;1
Pista esburacada;Colisao transversal;Pleno dia;Ceu Claro;Bicicleta;Lesoes Leves;1
Pista esburacada;Colisao transversal;Pleno dia;Ceu Claro;Motocicleta;Lesoes Leves;1
Pista esburacada;Colisao transversal;Pleno dia;Ceu Claro;Nao Informado;Ileso;1
Pista esburacada;Colisao traseira;Plena Noite;Ceu Claro;Motocicleta;Obito;1
Pista esburacada;Colisao traseira;Plena Noite;Chuva;Bicicleta;Lesoes Graves;1
Pista esburacada;Colisao traseira;Plena Noite;Chuva;Motocicleta;Lesoes Graves;1
Pista esburacada;Colisao traseira;Plena Noite;Nublado;Bicicleta;Lesoes Graves;1
Pista esburacada;Colisao traseira;Plena Noite;Nublado;Caminhao-trator;Ileso;3
Pista esburacada;Colisao traseira;Plena Noite;Nublado;Motocicleta;Lesoes Graves;1
Pista esburacada;Colisao traseira;Plena Noite;Nublado;Motocicleta;Lesoes Leves;1
Pista esburacada;Colisao traseira;Pleno dia;Ceu Claro;Automovel;Ileso;1
Pista esburacada;Colisao traseira;Pleno dia;Ceu Claro;Automovel;Lesoes Graves;3
Pista esburacada;Colisao traseira;Pleno dia;Ceu Claro;Automovel;Lesoes Leves;3
Pista esburacada;Colisao traseira;Pleno dia;Ceu Claro;Caminhao-trator;Ileso;3
Pista esburacada;Colisao traseira;Pleno dia;Ceu Claro;Caminhonete;Ileso;2
Pista esburacada;Colisao traseira;Pleno dia;Ceu Claro;Caminhonete;Lesoes Leves;1
Pista esburacada;Colisao traseira;Pleno dia;Ceu Claro;Motocicleta;Lesoes Leves;3
Pista esburacada;Colisao traseira;Pleno dia;Ceu Claro;Nao Informado;Ileso;3
Pista esburacada;Colisao traseira;Pleno dia;Ceu Claro;Nao Informado;Lesoes Leves;1
Pista esburacada;Colisao traseira;Pleno dia;Chuva;Automovel;Ileso;3
Pista esburacada;Colisao traseira;Pleno dia;Chuva;Automovel;Lesoes Leves;4
Pista esburacada;Colisao traseira;Pleno dia;Nublado;Caminhao-trator;Ileso;1
Pista esburacada;Colisao traseira;Pleno dia;Nublado;Caminhonete;Ileso;1
Pista esburacada;Colisao traseira;Pleno dia;Nublado;Caminhonete;Lesoes Leves;1
Pista esburacada;Colisao traseira;Pleno dia;Sol;Automovel;Ileso;1
Pista esburacada;Colisao traseira;Pleno dia;Sol;Automovel;Lesoes Leves;3
Pista esburacada;Colisao traseira;Pleno dia;Sol;Caminhao-trator;Ileso;1
Pista esburacada;Colisao traseira;Pleno dia;Sol;Nao Informado;Ileso;1
Pista esburacada;Derramamento de carga;Anoitecer;Chuva;Caminhao-trator;Lesoes Leves;1
Pista esburacada;Derramamento de carga;Plena Noite;Nublado;Caminhao;Lesoes Leves;1
Pista esburacada;Derramamento de carga;Pleno dia;Ceu Claro;Caminhao-trator;Lesoes Leves;1
Pista esburacada;Derramamento de carga;Pleno dia;Sol;Caminhao-trator;Lesoes Leves;1
Pista esburacada;Engavetamento;Amanhecer;Chuva;Automovel;Ileso;1
Pista esburacada;Engavetamento;Amanhecer;Chuva;Automovel;Lesoes Leves;1
Pista esburacada;Engavetamento;Amanhecer;Chuva;Automovel;Obito;1
Pista esburacada;Engavetamento;Amanhecer;Chuva;Caminhao;Ileso;1
Pista esburacada;Engavetamento;Amanhecer;Chuva;Caminhao-trator;Ileso;1
Pista esburacada;Eventos atipicos;Pleno dia;Chuva;Automovel;Ileso;2
Pista esburacada;Incendio;Plena Noite;Ceu Claro;Automovel;Lesoes Graves;1
Pista esburacada;Incendio;Plena Noite;Ceu Claro;Automovel;Obito;2
Pista esburacada;Incendio;Plena Noite;Ceu Claro;Caminhao-trator;Ileso;1
Pista esburacada;Incendio;Plena Noite;Ceu Claro;Caminhao-trator;Lesoes Leves;1
Pista esburacada;Incendio;Plena Noite;Ceu Claro;Onibus;Ileso;1
Pista esburacada;Incendio;Pleno dia;Sol;Automovel;Lesoes Leves;2
Pista esburacada;Incendio;Pleno dia;Sol;Caminhao-trator;Ileso;1
Pista esburacada;Incendio;Pleno dia;Sol;Nao Informado;Ileso;1
Pista esburacada;Queda de ocupante de veiculo;Amanhecer;Ceu Claro;Motocicleta;Lesoes Graves;1
Pista esburacada;Queda de ocupante de veiculo;Amanhecer;Ceu Claro;Motocicleta;Lesoes Leves;3
Pista esburacada;Queda de ocupante de veiculo;Anoitecer;Ceu Claro;Motocicleta;Lesoes Leves;2
Pista esburacada;Queda de ocupante de veiculo;Anoitecer;Chuva;Motoneta;Lesoes Leves;1
Pista esburacada;Queda de ocupante de veiculo;Anoitecer;Nublado;Motoneta;Obito;1
Pista esburacada;Queda de ocupante de veiculo;Plena Noite;Ceu Claro;Bicicleta;Lesoes Leves;1
Pista esburacada;Queda de ocupante de veiculo;Plena Noite;Ceu Claro;Motocicleta;Lesoes Graves;1
Pista esburacada;Queda de ocupante de veiculo;Plena Noite;Ceu Claro;Motocicleta;Lesoes Leves;13
Pista esburacada;Queda de ocupante de veiculo;Plena Noite;Ceu Claro;Motocicleta;Obito;2
Pista esburacada;Queda de ocupante de veiculo;Plena Noite;Ceu Claro;Motoneta;Lesoes Leves;2
Pista esburacada;Queda de ocupante de veiculo;Plena Noite;Chuva;Motocicleta;Lesoes Leves;1
Pista esburacada;Queda de ocupante de veiculo;Plena Noite;Chuva;Motoneta;Lesoes Leves;3
Pista esburacada;Queda de ocupante de veiculo;Plena Noite;Garoa/Chuvisco;Automovel;Lesoes Leves;1
Pista esburacada;Queda de ocupante de veiculo;Plena Noite;Garoa/Chuvisco;Motoneta;Lesoes Leves;1
Pista esburacada;Queda de ocupante de veiculo;Plena Noite;Ignorado;Motocicleta;Lesoes Graves;1
Pista esburacada;Queda de ocupante de veiculo;Plena Noite;Ignorado;Motocicleta;Obito;1
Pista esburacada;Queda de ocupante de veiculo;Plena Noite;Nublado;Automovel;Ileso;1
Pista esburacada;Queda de ocupante de veiculo;Plena Noite;Nublado;Bicicleta;Lesoes Graves;1
Pista esburacada;Queda de ocupante de veiculo;Plena Noite;Nublado;Caminhao-trator;Ileso;3
Pista esburacada;Queda de ocupante de veiculo;Plena Noite;Nublado;Motocicleta;Lesoes Graves;2
Pista esburacada;Queda de ocupante de veiculo;Plena Noite;Nublado;Motocicleta;Lesoes Leves;3
Pista esburacada;Queda de ocupante de veiculo;Plena Noite;Nublado;Motoneta;Ileso;1
Pista esburacada;Queda de ocupante de veiculo;Plena Noite;Nublado;Motoneta;Lesoes Leves;2
Pista esburacada;Queda de ocupante de veiculo;Pleno dia;Ceu Claro;Automovel;Ileso;2
Pista esburacada;Queda de ocupante de veiculo;Pleno dia;Ceu Claro;Caminhao;Ileso;1
Pista esburacada;Queda de ocupante de veiculo;Pleno dia;Ceu Claro;Caminhao;Lesoes Leves;1
Pista esburacada;Queda de ocupante de veiculo;Pleno dia;Ceu Claro;Caminhao-trator;Ileso;1
Pista esburacada;Queda de ocupante de veiculo;Pleno dia;Ceu Claro;Caminhonete;Ileso;1
Pista esburacada;Queda de ocupante de veiculo;Pleno dia;Ceu Claro;Motocicleta;Ileso;2
Pista esburacada;Queda de ocupante de veiculo;Pleno dia;Ceu Claro;Motocicleta;Lesoes Graves;6
Pista esburacada;Queda de ocupante de veiculo;Pleno dia;Ceu Claro;Motocicleta;Lesoes Leves;16
Pista esburacada;Queda de ocupante de veiculo;Pleno dia;Ceu Claro;Motocicleta;Obito;1
Pista esburacada;Queda de ocupante de veiculo;Pleno dia;Ceu Claro;Motoneta;Ileso;1
Pista esburacada;Queda de ocupante de veiculo;Pleno dia;Ceu Claro;Motoneta;Lesoes Graves;2
Pista esburacada;Queda de ocupante de veiculo;Pleno dia;Ceu Claro;Motoneta;Lesoes Leves;4
Pista esburacada;Queda de ocupante de veiculo;Pleno dia;Chuva;Motocicleta;Lesoes Leves;3
Pista esburacada;Queda de ocupante de veiculo;Pleno dia;Chuva;Motoneta;Lesoes Leves;1
Pista esburacada;Queda de ocupante de veiculo;Pleno dia;Ignorado;Bicicleta;Lesoes Leves;1
Pista esburacada;Queda de ocupante de veiculo;Pleno dia;Ignorado;Motocicleta;Lesoes Graves;1
Pista esburacada;Queda de ocupante de veiculo;Pleno dia;Nublado;Motocicleta;Lesoes Graves;1
Pista esburacada;Queda de ocupante de veiculo;Pleno dia;Nublado;Motocicleta;Lesoes Leves;2
Pista esburacada;Saida de leito carrocavel;Amanhecer;Ceu Claro;Caminhao-trator;Lesoes Graves;1
Pista esburacada;Saida de leito carrocavel;Amanhecer;Nublado;Automovel;Lesoes Leves;1
Pista esburacada;Saida de leito carrocavel;Plena Noite;Ceu Claro;Automovel;Lesoes Graves;1
Pista esburacada;Saida de leito carrocavel;Plena Noite;Ceu Claro;Automovel;Obito;2
Pista esburacada;Saida de leito carrocavel;Plena Noite;Ceu Claro;Caminhao-trator;Lesoes Leves;1
Pista esburacada;Saida de leito carrocavel;Plena Noite;Ceu Claro;Motoneta;Lesoes Graves;1
Pista esburacada;Saida de leito carrocavel;Plena Noite;Ceu Claro;Utilitario;Lesoes Graves;1
Pista esburacada;Saida de leito carrocavel;Plena Noite;Garoa/Chuvisco;Caminhao-trator;Ileso;1
Pista esburacada;Saida de leito carrocavel;Plena Noite;Garoa/Chuvisco;Caminhao-trator;Lesoes Graves;3
Pista esburacada;Saida de leito carrocavel;Plena Noite;Garoa/Chuvisco;Caminhao-trator;Obito;2
Pista esburacada;Saida de leito carrocavel;Plena Noite;Ignorado;Utilitario;Ileso;2
Pista esburacada;Saida de leito carrocavel;Plena Noite;Nevoeiro/Neblina;Caminhao-trator;Ileso;1
Pista esburacada;Saida de leito carrocavel;Plena Noite;Nublado;Automovel;Ileso;1
Pista esburacada;Saida de leito carrocavel;Plena Noite;Nublado;Automovel;Lesoes Leves;5
Pista esburacada;Saida de leito carrocavel;Plena Noite;Nublado;Caminhao;Ileso;1
Pista esburacada;Saida de leito carrocavel;Plena Noite;Nublado;Motocicleta;Lesoes Graves;1
Pista esburacada;Saida de leito carrocavel;Plena Noite;Nublado;Onibus;Ileso;4
Pista esburacada;Saida de leito carrocavel;Plena Noite;Nublado;Onibus;Lesoes Leves;24
Pista esburacada;Saida de leito carrocavel;Pleno dia;Ceu Claro;Automovel;Ileso;5
Pista esburacada;Saida de leito carrocavel;Pleno dia;Ceu Claro;Automovel;Lesoes Graves;3
Pista esburacada;Saida de leito carrocavel;Pleno dia;Ceu Claro;Automovel;Lesoes Leves;7
Pista esburacada;Saida de leito carrocavel;Pleno dia;Ceu Claro;Automovel;Obito;4
Pista esburacada;Saida de leito carrocavel;Pleno dia;Ceu Claro;Caminhao;Lesoes Graves;1
Pista esburacada;Saida de leito carrocavel;Pleno dia;Ceu Claro;Caminhao-trator;Ileso;5
Pista esburacada;Saida de leito carrocavel;Pleno dia;Ceu Claro;Caminhao-trator;Lesoes Leves;1
Pista esburacada;Saida de leito carrocavel;Pleno dia;Ceu Claro;Motocicleta;Lesoes Graves;1
Pista esburacada;Saida de leito carrocavel;Pleno dia;Ceu Claro;Motoneta;Lesoes Graves;1
Pista esburacada;Saida de leito carrocavel;Pleno dia;Ceu Claro;Onibus;Lesoes Leves;8
Pista esburacada;Saida de leito carrocavel;Pleno dia;Chuva;Automovel;Ileso;4
Pista esburacada;Saida de leito carrocavel;Pleno dia;Chuva;Automovel;Lesoes Graves;1
Pista esburacada;Saida de leito carrocavel;Pleno dia;Chuva;Automovel;Lesoes Leves;1
Pista esburacada;Saida de leito carrocavel;Pleno dia;Chuva;Automovel;Obito;4
Pista esburacada;Saida de leito carrocavel;Pleno dia;Chuva;Caminhao-trator;Lesoes Graves;1
Pista esburacada;Saida de leito carrocavel;Pleno dia;Chuva;Caminhao-trator;Lesoes Leves;2
Pista esburacada;Saida de leito carrocavel;Pleno dia;Chuva;Caminhonete;Lesoes Graves;1
Pista esburacada;Saida de leito carrocavel;Pleno dia;Garoa/Chuvisco;Onibus;Ileso;4
Pista esburacada;Saida de leito carrocavel;Pleno dia;Nublado;Automovel;Ileso;1
Pista esburacada;Saida de leito carrocavel;Pleno dia;Nublado;Automovel;Lesoes Graves;1
Pista esburacada;Saida de leito carrocavel;Pleno dia;Nublado;Automovel;Lesoes Leves;2
Pista esburacada;Saida de leito carrocavel;Pleno dia;Nublado;Caminhao-trator;Lesoes Leves;1
Pista esburacada;Saida de leito carrocavel;Pleno dia;Nublado;Caminhonete;Ileso;1
Pista esburacada;Saida de leito carrocavel;Pleno dia;Nublado;Caminhonete;Lesoes Leves;2
Pista esburacada;Saida de leito carrocavel;Pleno dia;Nublado;Utilitario;Lesoes Leves;1
Pista esburacada;Saida de leito carrocavel;Pleno dia;Sol;Automovel;Lesoes Leves;2
Pista esburacada;Saida de leito carrocavel;Pleno dia;Sol;Caminhao-trator;Ileso;1
Pista esburacada;Saida de leito carrocavel;Pleno dia;Sol;Caminhonete;Ileso;1
Pista esburacada;Saida de leito carrocavel;Pleno dia;Sol;Caminhonete;Lesoes Leves;1
Pista esburacada;Saida de leito carrocavel;Pleno dia;Sol;Nao Informado;Ileso;1
Pista esburacada;Tombamento;Amanhecer;Ceu Claro;Caminhao-trator;Lesoes Graves;1
Pista esburacada;Tombamento;Amanhecer;Ceu Claro;Motocicleta;Lesoes Graves;1
Pista esburacada;Tombamento;Amanhecer;Ceu Claro;Motocicleta;Lesoes Leves;1
Pista esburacada;Tombamento;Amanhecer;Ignorado;Caminhao-trator;Lesoes Leves;1
Pista esburacada;Tombamento;Anoitecer;Ceu Claro;Motocicleta;Lesoes Leves;1
Pista esburacada;Tombamento;Anoitecer;Chuva;Caminhao-trator;Lesoes Leves;1
Pista esburacada;Tombamento;Anoitecer;Nublado;Motoneta;Obito;1
Pista esburacada;Tombamento;Plena Noite;Ceu Claro;Automovel;Lesoes Graves;1
Pista esburacada;Tombamento;Plena Noite;Ceu Claro;Automovel;Obito;2
Pista esburacada;Tombamento;Plena Noite;Ceu Claro;Caminhao-trator;Ileso;1
Pista esburacada;Tombamento;Plena Noite;Ceu Claro;Caminhao-trator;Lesoes Leves;1
Pista esburacada;Tombamento;Plena Noite;Ceu Claro;Motocicleta;Lesoes Graves;3
Pista esburacada;Tombamento;Plena Noite;Ceu Claro;Motocicleta;Lesoes Leves;8
Pista esburacada;Tombamento;Plena Noite;Ceu Claro;Motocicleta;Obito;3
Pista esburacada;Tombamento;Plena Noite;Ceu Claro;Motoneta;Lesoes Graves;1
Pista esburacada;Tombamento;Plena Noite;Ceu Claro;Motoneta;Lesoes Leves;2
